Using optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    initial_lr: 0.0001
    lr: 0.0001
    weight_decay: 0.0001
)

Epoch: 0, train Loss: 4.5976 Acc: 0.0686
Epoch: 0, val Loss: 4.0225 Acc: 0.1335
Epoch: 1, train Loss: 4.0089 Acc: 0.1417
Epoch: 1, val Loss: 3.4645 Acc: 0.2194
Epoch: 2, train Loss: 3.7136 Acc: 0.1898
Epoch: 2, val Loss: 3.2283 Acc: 0.2614
Epoch: 3, train Loss: 3.5109 Acc: 0.2237
Epoch: 3, val Loss: 3.0176 Acc: 0.3051
Epoch: 4, train Loss: 3.3459 Acc: 0.2520
Epoch: 4, val Loss: 2.8454 Acc: 0.3370
Epoch: 5, train Loss: 3.2214 Acc: 0.2766
Epoch: 5, val Loss: 2.6998 Acc: 0.3622
Epoch: 6, train Loss: 3.1177 Acc: 0.2949
Epoch: 6, val Loss: 2.5806 Acc: 0.3861
Epoch: 7, train Loss: 3.0249 Acc: 0.3139
Epoch: 7, val Loss: 2.4974 Acc: 0.4073
Epoch: 8, train Loss: 2.9435 Acc: 0.3280
Epoch: 8, val Loss: 2.4209 Acc: 0.4177
Epoch: 9, train Loss: 2.8718 Acc: 0.3416
Epoch: 9, val Loss: 2.4438 Acc: 0.4177
Epoch: 10, train Loss: 2.8140 Acc: 0.3543
Epoch: 10, val Loss: 2.3328 Acc: 0.4388
Epoch: 11, train Loss: 2.7559 Acc: 0.3653
Epoch: 11, val Loss: 2.2974 Acc: 0.4521
Epoch: 12, train Loss: 2.7000 Acc: 0.3754
Epoch: 12, val Loss: 2.2436 Acc: 0.4601
Epoch: 13, train Loss: 2.6479 Acc: 0.3876
Epoch: 13, val Loss: 2.2212 Acc: 0.4665
Epoch: 14, train Loss: 2.6020 Acc: 0.3967
Epoch: 14, val Loss: 2.1435 Acc: 0.4794
Epoch: 15, train Loss: 2.5564 Acc: 0.4050
Epoch: 15, val Loss: 2.1375 Acc: 0.4879
Epoch: 16, train Loss: 2.5139 Acc: 0.4126
Epoch: 16, val Loss: 2.1195 Acc: 0.4909
Epoch: 17, train Loss: 2.4797 Acc: 0.4197
Epoch: 17, val Loss: 2.0668 Acc: 0.4994
Epoch: 18, train Loss: 2.4426 Acc: 0.4288
Epoch: 18, val Loss: 2.0247 Acc: 0.5115
Epoch: 19, train Loss: 2.4016 Acc: 0.4355
Epoch: 19, val Loss: 2.0092 Acc: 0.5113
Epoch: 20, train Loss: 2.3639 Acc: 0.4441
Epoch: 20, val Loss: 2.0036 Acc: 0.5164
Epoch: 21, train Loss: 2.3337 Acc: 0.4496
Epoch: 21, val Loss: 1.9661 Acc: 0.5250
Epoch: 22, train Loss: 2.2949 Acc: 0.4576
Epoch: 22, val Loss: 1.9439 Acc: 0.5286
Epoch: 23, train Loss: 2.2667 Acc: 0.4628
Epoch: 23, val Loss: 1.9277 Acc: 0.5324
Epoch: 24, train Loss: 2.2355 Acc: 0.4701
Epoch: 24, val Loss: 1.9288 Acc: 0.5366
Epoch: 25, train Loss: 2.2131 Acc: 0.4744
Epoch: 25, val Loss: 1.8634 Acc: 0.5504
Epoch: 26, train Loss: 2.1761 Acc: 0.4824
Epoch: 26, val Loss: 1.8356 Acc: 0.5528
Epoch: 27, train Loss: 2.1478 Acc: 0.4876
Epoch: 27, val Loss: 1.8554 Acc: 0.5483
Epoch: 28, train Loss: 2.1199 Acc: 0.4949
Epoch: 28, val Loss: 1.8342 Acc: 0.5584
Epoch: 29, train Loss: 2.0917 Acc: 0.4999
Epoch: 29, val Loss: 1.8551 Acc: 0.5549
Epoch: 30, train Loss: 2.0606 Acc: 0.5074
Epoch: 30, val Loss: 1.8235 Acc: 0.5609
Epoch: 31, train Loss: 2.0319 Acc: 0.5127
Epoch: 31, val Loss: 1.7870 Acc: 0.5713
Epoch: 32, train Loss: 2.0059 Acc: 0.5169
Epoch: 32, val Loss: 1.8102 Acc: 0.5661
Epoch: 33, train Loss: 1.9815 Acc: 0.5223
Epoch: 33, val Loss: 1.7876 Acc: 0.5749
Epoch: 34, train Loss: 1.9573 Acc: 0.5279
Epoch: 34, val Loss: 1.7629 Acc: 0.5727
Epoch: 35, train Loss: 1.9360 Acc: 0.5332
Epoch: 35, val Loss: 1.7755 Acc: 0.5724
Epoch: 36, train Loss: 1.9084 Acc: 0.5380
Epoch: 36, val Loss: 1.7533 Acc: 0.5812
Epoch: 37, train Loss: 1.8785 Acc: 0.5449
Epoch: 37, val Loss: 1.7489 Acc: 0.5813
Epoch: 38, train Loss: 1.8563 Acc: 0.5509
Epoch: 38, val Loss: 1.7547 Acc: 0.5852
Epoch: 39, train Loss: 1.8292 Acc: 0.5568
Epoch: 39, val Loss: 1.7590 Acc: 0.5866
Epoch: 40, train Loss: 1.8043 Acc: 0.5608
Epoch: 40, val Loss: 1.7563 Acc: 0.5832
Epoch: 41, train Loss: 1.7837 Acc: 0.5679
Epoch: 41, val Loss: 1.7307 Acc: 0.5885
Epoch: 42, train Loss: 1.7570 Acc: 0.5716
Epoch: 42, val Loss: 1.7321 Acc: 0.5908
Epoch: 43, train Loss: 1.7272 Acc: 0.5782
Epoch: 43, val Loss: 1.7294 Acc: 0.5945
Epoch: 44, train Loss: 1.7143 Acc: 0.5821
Epoch: 44, val Loss: 1.7594 Acc: 0.5876
Epoch: 45, train Loss: 1.6785 Acc: 0.5889
Epoch: 45, val Loss: 1.7217 Acc: 0.5915
Epoch: 46, train Loss: 1.6608 Acc: 0.5941
Epoch: 46, val Loss: 1.7322 Acc: 0.5948
Epoch: 47, train Loss: 1.6459 Acc: 0.5968
Epoch: 47, val Loss: 1.7190 Acc: 0.5904
Epoch: 48, train Loss: 1.6137 Acc: 0.6045
Epoch: 48, val Loss: 1.7351 Acc: 0.5975
Epoch: 49, train Loss: 1.5871 Acc: 0.6112
Epoch: 49, val Loss: 1.7271 Acc: 0.5973
Epoch: 50, train Loss: 1.5618 Acc: 0.6153
Epoch: 50, val Loss: 1.7509 Acc: 0.5957
Epoch: 51, train Loss: 1.5448 Acc: 0.6198
Epoch: 51, val Loss: 1.7444 Acc: 0.5964
